"tweet_id"	"author"	"entity_id"	"tweet_url"	"language"	"timestamp"	"urls"	"extended_urls"	"md5_extended_urls"
"212268214162423808"	"BMWOwnersClub"	"RL2013D01E001"	"https://twitter.com/BMWOwnersClub/status/212268214162423808"	"EN"	"1339443660"	"http://t.co/KNgUebl2"	"http://www.bmwownersclub.com/forums/index.php/topic/8099-run-flats-to-normal-tyres/?utm_medium=twitter&utm_campaign=forum+rss&utm_source=twitterfeed"	"333ff61a07ce610cc638a56112b7f1ab"
"212271154361155586"	"aaronbath3"	"RL2013D01E001"	"https://twitter.com/aaronbath3/status/212271154361155586"	"EN"	"1339444361"	""	""	""
"212271552799055872"	"rachellllmaya"	"RL2013D01E001"	"https://twitter.com/rachellllmaya/status/212271552799055872"	"EN"	"1339444456"	""	""	""
"212271552815824896"	"luxuryof_queens"	"RL2013D01E001"	"https://twitter.com/luxuryof_queens/status/212271552815824896"	"EN"	"1339444456"	"http://t.co/Mi7dLt2Q"	"http://www.luxuryofqueens.com/index.shtml"	"04ff45ef170d570a14c0a6bf69dcc413"
"212273092129587201"	"B0MB__"	"RL2013D01E001"	"https://twitter.com/B0MB__/status/212273092129587201"	"EN"	"1339444823"	""	""	""
"212275126346055680"	"Mangel_Pedraza"	"RL2013D01E001"	"https://twitter.com/Mangel_Pedraza/status/212275126346055680"	"ES"	"1339445308"	"http://t.co/3ZPr2V3L"	"http://instagram.com/p/LvxPoXzJ8X/"	"ff744b7d8076cd35533a3bfc01582cec"
"212275319292428289"	"PoulsenHybrid"	"RL2013D01E001"	"https://twitter.com/PoulsenHybrid/status/212275319292428289"	"EN"	"1339445354"	"http://t.co/wo1n8c99"	"http://techcrunch.com/2012/06/11/siri-in-the-car/"	"4031fb7d0dd4ebc501f71b60905fa10b"
"212277055721717761"	"iKaushalK"	"RL2013D01E001"	"https://twitter.com/iKaushalK/status/212277055721717761"	"EN"	"1339445768"	""	""	""
"212277181575999489"	"bakhante"	"RL2013D01E001"	"https://twitter.com/bakhante/status/212277181575999489"	"ES"	"1339445798"	""	""	""
"212280360854228992"	"carsnatl"	"RL2013D01E001"	"https://twitter.com/carsnatl/status/212280360854228992"	"EN"	"1339446556"	"http://t.co/lzywwKb3"	"http://atlanta.craigslist.org/nat/ctd/3071446460.html?utm_content=buy+sell+trade+car+auto+bmw+atlanta&utm_source=twitterfeed&utm_medium=twitter"	"a62146fcf38da2383d208aa11fe25b6d"
"212281279398424576"	"JLRBuiltLikeDat"	"RL2013D01E001"	"https://twitter.com/JLRBuiltLikeDat/status/212281279398424576"	"EN"	"1339446775"	""	""	""
"212281552036564993"	"Loralee029"	"RL2013D01E001"	"https://twitter.com/Loralee029/status/212281552036564993"	"EN"	"1339446840"	"http://t.co/JeOxDtF6"	"http://t.co/JeOxDtF6"	"d4ea8555d4b233e5269e7c5b1353a264"
"212282906771595264"	"Geodoc31"	"RL2013D01E001"	"https://twitter.com/Geodoc31/status/212282906771595264"	"EN"	"1339447163"	"http://t.co/2h10skmd"	"http://techcrunch.com/2012/06/11/siri-in-the-car/"	"4031fb7d0dd4ebc501f71b60905fa10b"
"212284496433774592"	"emiliakimpnukd"	"RL2013D01E001"	"https://twitter.com/emiliakimpnukd/status/212284496433774592"	"EN"	"1339447542"	""	""	""
"212284970394333184"	"MyMotiv"	"RL2013D01E001"	"https://twitter.com/MyMotiv/status/212284970394333184"	"EN"	"1339447655"	"http://t.co/ngoHpXfG"	"http://www.mymotiv.com/forum/topics/message?commentId=1990737%3AComment%3A185165&xg_source=activity"	"d2c505902a97f51f10b6919982554e4a"
